id	Typ Nazwa   Koszt   kopalnia    ruda    magia   krysztal    podziemia   bestie  wieza   mur 	obrażenia	kopalnia    ruda    magia   krysztal    podziemia   bestie  wieza   mur obrażenia   playAgain   opis
54;	2;  Krystalizacja;8;0;          0;      0;      0;          0;          0;      11;     -6; 	0;			 0;         0;      0;      0;          0;          0;      0;      0;  0;          0;          Wieża +11, mur -6.
55;	2;  Tęcza;  0;      0;          0;      0;      3;          0;          0;      1;      0;  	0;			0;          0;      0;      0;          0;          0;      1;      0;  0;          0;          Wieża +1, wroga wieża +1, otrzymujesz 3 kryształy.
56;	2;  Uczeń;  5;      0;          0;      0;      0;          0;          -3;      4;     0;  	0;			0;          0;      0;      0;          0;          0;      -2;     0;  0;          0;          Wieża +4, otrzymujesz 3 bestie, 2 obrażenia dla wrogiej wieży.
57;	2;  Faza Klejnot;18;0;          6;      0;      0;          0;          6;      13;     0;  	0;			0;          0;      0;      0;          0;          0;      0;      0;  0;          0;          Wieża +13, otrzymujesz 6 bestii oraz kamieni.
58;	3;	Driada;	1;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	2;			1;			Zadaje 2 obrażenia, kolejny ruch.
59;	3;	Ork;	3;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	5;			0;			Zadaje 5 obrażeń.
60;	3;	Miecznik;5;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	6;			0;			Zadaje 6 obrażeń.
61;	3;	Ogr;	6;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	7;			0;			Zadaje 7 obrażeń.
62;	3;	Wilkołak;9;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	9;			0;			Zadaje 9 obrażeń.
63;	3;	Wściekłe Krowy;0;0;			0;		0;		0;			0;			-6;		0;		0;		0;			0;			0;		0;		0;			0;			-6;		0;		0;	0;			0;			Wszyscy gracze tracą 6 bestii.
64;	3;	Humorzaste Gobliny;1;0;		0;		0;		-3;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	4;			0;			Zadaje 4 obrażeń, tracisz 3 kryształy.
65;	3;	Banda Goblinów;3;0;			0;		0;		0;			0;			0;		0;		0;		3;			0;			0;		0;		0;			0;			0;		0;		0;	6;			0;			Zadaje 6 obrażeń, otrzymujesz 3 obrażenia.
66;	3;	Goblińscy Łucznicy;4;0;		0;		0;		0;			0;			0;		0;		0;		1;			0;			0;		0;		0;			0;			0;		-3;		0;	0;			0;			3 obrażenia dla wrogiej wieży, otrzymujesz 1 obrażenie.
67;	3;	Driada Cienia;6;0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		-2;		0;	0;			1;			2 obrażenia dla wrogiej wieży, kolejny ruch.
68;	3;	Krasnoludy;5;	0;			0;		0;		0;			0;			0;		0;		3;		0;			0;			0;		0;		0;			0;			0;		0;		0;	4;			0;			Zadaje 4 obrażenia, mur +3.
69;	3;	Małe Węże;6;	0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		-4;		0;	0;			0;			4 obrażenia dla wrogiej wieży.
70;	3;	Gremlin z Wieży;8;0;		0;		0;		0;			0;			0;		2;		4;		0;			0;			0;		0;		0;			0;			0;		0;		0;	2;			0;			Zadaje 2 obrażenia, mur +4, wieża +2.
71;	3;	Szalone Owce;6;0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			-3;		0;		0;	6;			0;			Zadaje 6 obrażeń, wróg traci 3 bestie.
72;	3;	Diablik;5;		0;			-5;		0;		-5;			0;			-5;		0;		0;		0;			0;			-5;		0;		-5;			0;			-5;		0;		0;	6;			0;			Zadaje 6 obrażeń, wszyscy gracze tracą 5 bestii, 5 kamieni i 5 kryształów.
73;	3;	Sukub;	14;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			-8;		-5;		0;	0;			0;			5 obrażeń dla wrogiej wieży, przeciwnik traci 8 bestii.
74;	3;	Niszczyciele Skał;11;0;		0;		0;		0;			0;			0;		0;		0;		0;			-1;			0;		0;		0;			0;			0;		0;		0;	8;			0;			Zadaje 8 obrażeń, przeciwnik: kopalnia -1.
75;	3;	Złodziej;12;	0;			3;		0;		6;			0;			0;		0;		0;		0;			0;			-5;		0;		-10;		0;			0;		0;		0;	0;			0;			Przeciwnik traci 10 kryształow i 5 kamieni, otrzymujesz 6 kryształów i 3 kamienie.
76;	3;	Skalny Kolos;15;0;			0;		0;		0;			0;			0;		0;		4;		0;			0;			0;		0;		0;			0;			0;		0;		0;	10;			0;			Zadaje 10 obrażeń, mur +4.
77;	3;	Wampir;	17;		0;			0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			-1;			-5;		0;		0;	10;			0;			Zadaje 10 obrażeń, przeciwnik: traci 5 bestii i podziemia -1.
78;	3;	Gnom;	2;		0;			0;		0;		1;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	3;			0;			Zadaje 3 obrażeń, otrzymujesz 1 kryształ.
79;	3;	Berserker;4;	0;			0;		0;		0;			0;			0;		-3;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	8;			0;			Zadaje 8 obrażeń, 3 obrażenia dla TWOJEJ wieży.
80;	3;	Misztrz Wojny;13;0;			0;		0;		-3;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	13;			0;			Zadaje 13 obrażeń, tracisz 3 kryształy.
81;	3;	Jeździec Pegaza;18;0;		0;		0;		0;			0;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		-12;	0;	0;			0;			12 obrażeń dla wrogiej wieży.
82;	3;	Minotaur;3;		0;			0;		0;		0;			1;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	0;			0;			Lochy +1.
83;	3;	Pełnia Księżyca;0;0;		0;		0;		0;			1;			3;		0;		0;		0;			0;			0;		0;		0;			1;			3;		0;		0;	0;			0;			Wszyscy gracze: zyskują 3 bestie, podziemia +1.
84;	3;	Trener Trolli;7;0;			0;		0;		0;			2;			0;		0;		0;		0;			0;			0;		0;		0;			0;			0;		0;		0;	0;			0;			Lochy +2.
85;	3;	Smok;	25;		0;			0;		0;		0;			1;			0;		0;		0;		0;			0;			0;		0;		-10;		-1;			0;		0;		0;	20;			0;			Zadaje 20 obrażeń, przeciwnik: traci 10 kryształów, lochy -1.
